host1,webserver1,0,1,SAT,785,408,359,360,346,362,337,447,395,344
host2,webserver1,0,1,SAT,263,304,250,271,275,257,260,252,285,253
host3,webserver1,0,1,SAT,112,107,143,119,131,161,106,124,110,110
